Content,Target
A2 natural disasters causing poverty: Many dead in Nepal and India floods http://t.co/MvD0rBpxQ8,1
U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,0
"RT @Outlookindia: 20 Killed, Two Injured as Train Hits Autorickshaw in Bihar | http://t.co/YIuZq3Z7fc | Outlook Wires",1
RT @KatieTaubeKSN: 6.0 California earthquake shakes famed wine country http://t.co/sm2Z5H4FSK via @KSNNews,0
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",-1
RT @abuttars: @MikeNiccoABC7 felt it in San Bruno... the 3.9 woke me up from a dead sleep. #earthquake #napaquake,0
�� takin linear algebra today?,0
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,0
I want to go to perumbavoor,0
"Over a hundred dead in Nepal floods Authorities in Nepal and neighbouring India sent food, medical supplies and ... http://t.co/p28cvFXfLT",1
Sorry completely forgot * will pop em round this week if your still here?,0
RT @CBSThisMorning: Baby born in area hospital seconds before quake hit California: http://t.co/9MIMSUSnKk http://t.co/juScfRijSO,-1
"Hundreds dead as monsoon hits India, Nepal http://t.co/oHx7tFyFv0",1
"RT @Oneindia: Post-Bertha storm to hit south England, flood alert issued http://t.co/6OiWXXsvEX #England",1
"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",0
"Yeah, give me a call if you've got a minute",0
But you dint in touch with me.,0
My crabmeat almost gone😢 but it's a Sam's up here so I'm good😊,-1
Travel News: India - Latest update: Summary  flooding in Assam and Uttar Pradesh http://t.co/LjCI70dETg,0
"RT @krk77: @3mcarcareindia Especially when it rains lyk a flood, i hate to drive, even hate to walk #DrivingExcuses #CarmicMakeover",-1
Do �_ all wan 2 meet up n combine all the parts? How's da rest of da project going?,0
I wish that gay earthquake in California had killed all the transgendered people,0
"Yup. Anything lor, if u dun wan it's ok...",0
Is xy going 4 e lunch?,0
Its a part of checking IQ,0
This phone has the weirdest auto correct.,0
RT @fancytheneeds: What Fitness Trackers Revealed About The South Napa Earthquake... On #theneeds #Technology http://t.co/I2VMEien8G,0
"RT @emergencyglobal: Nepal: Nepal, India floods kill nearly 200  Source: Agence France-Presse  Country: India, Nepal  08/18/2014 13:1... ht…",1
I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),0
Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,0
"RT @CactusFloower RT @GamificationApp: Don't give up what you want most, for what you want now. #quote",-1
Ya:)going for restaurant..,0
Probably gonna swing by in a wee bit,0
Me sef dey laugh you. Meanwhile how's my darling anjie!,0
"Yeah why not, is the gang all ready",0
U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,-1
Sorry * was at the grocers.,0
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,-1
"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",0
#followback Many dead in Nepal and India floods,1
Cab is available.they pick up and drop at door steps.,0
I asked you to call him now ok,0
I want to be inside you every night...,0
"It's fine, imma get a drink or somethin. Want me to come find you?",0
"RT @timesofindia: Flood situation in Assam grim, toll rises to 3 http://t.co/b2dfOiBWEt…",1
Wife.how she knew the time of murder exactly,0
"@timesofindia expect many unprecedented till now it was #ElNino now it is flood.while we r ""progressing"" poor nature dsn't know how to react",0
RT @tyleronemo: ¦ http://t.co/pJZfMcCWIN 41 ¦ Bay Area earthquake damages Napa County Airport  #EarthquakeToday ¦ quotThe earthquake blew o…,1
You still around? I could use a half-8th,0
RT @stephaniecolson: Interesting graph and data analysis by Jawbone - how the Napa earthquake affected sleep https://t.co/EbZeDYWCFE #weara…,0
My thoughts are with my friends &amp; neighbors in Napa #napaquake,0
S/O to the family @CodyAstroBlast @ShwazeyJay &amp; @WilllPrevail ... My real ones from Vegas that hit me up knowing I'm out here ✊,-1
"[GIST] 24 Killed, Including 7 In Their Sleep As Landslide Hit India http://t.co/EPkYeg5mmi",1
"Aight, let me know when you're gonna be around usf",0
RT @IndiaAtLSE: Striking @AP_Images blog of India's monsoon flooding http://t.co/mymiQL2Glz,0
Not sure I have the stomach for it ...,0
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",0
RT @EI_Climate: #climate Floods submerge cane fields in North India: Reuters http://t.co/WavbLpX6xl Heavy monsoon rains in India have cause…,1
Aiyah u did ok already lar. E nydc at wheellock?,0
"#timisteve Deadly monsoon hits India, Nepal: Dozens of people have been killed in flooding in ... http://t.co/IXcikS1yu3 #teamfollowback",1
Many dead in Nepal and India floods - Yr 10 &amp; 11 - up to date effects of flooding in LIC and MIC http://t.co/gykK9WqTP5,1
RT @fox5sandiego: 120 hospitalized in Napa earthquake http://t.co/1JLLxYcTK1 http://t.co/i49mxGdp5q,1
Winners in Napa earthquake: bricklayers #SF #News http://t.co/1HlK3UolEz,1
India: Odisha floods 2014 Situation report 3 http://t.co/kMnepytA0i,0
RT @whitegirlhaley: All of you shut TF up about your homework just do it and get it done  smh,-1
"RT @WW1DUpdates: “@HQonedirection: this is liam right before he said ""what's up man?"" CNKIFJFKDPSPSJ http://t.co/vBayb5Oduc”",-1
May b approve panalam...but it should have more posts..,0
this week's run report is UP - http://t.co/jRWsLqt9pd,-1
RT @anirpaul: #Slideshow #Floods wreak havoc across #India - The Economic Times http://t.co/lKZBQvxRct #natural #disaster #monsoon #rain #a…,0
Die... Now i have e toot fringe again...,0
WOT U WANNA DO THEN MISSY?,0
This week's international puppetry news round-up w/ @deadpuppets @IndianInkNZ @TinyPuppetApe @sortoftheatre &amp; more! http://t.co/UStz35qEdu,-1
Where's my boytoy? I miss you ... What happened?,0
California begins quake clear-up. Good detail on impacts.  http://t.co/HRn64XTfCh,0
When i have stuff to sell i.ll tell you,0
"#News Deadly monsoon hits India, Nepal http://t.co/khb0Jt5fvy #CNN",0
"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""",0
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,0
"RT @heyyouapp: USA » NEWS » http://t.co/Z9KGc1EJ3D HOT NEWS 469 earthquake Three Critically Injured, Almost 90 Treated At Napa Hospital Fol…",1
DTN Dubai: Flood fury in India: Army asked to be on alert http://t.co/npnoWvDDRv,1
#wearethepeople Many dead in Nepal and India floods - BBC News http://t.co/LaXpTfpF29,1
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",0
Will it help if we propose going back again tomorrow,0
California winemakers cleaning up after quake http://t.co/oT3tsalT8M via hawaiinewsnow #HInews #hawaii #news,1
#India deepest sympathy and respect to all those killed or injured in the flood,0
She's fine. Good to hear from you. How are you my dear? Happy new year oh.,0
Hindustan Times - India - Army alerted as floods wreck havoc in UP - http://t.co/hrfFlOex7c,1
#TeamFollowBack #FF Many dead in Nepal and India floods: At least 160 people are reported t... http://t.co/7cW047mOEz #InstantFollowBack,1
Ok i msg u b4 i leave my house.,0
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,-1
"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",0
"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",0
Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,0
We confirm eating at esplanade?,0
I always stuck up for a man that can't be a man /father,-1
Oakland Raiders to Donate to Napa Schools: Following Sunday's 6.0-magnitude earthquake that struck the heart of... http://t.co/3C4yuu2AjM,0
"Aight, I'll text you when I'm back",0
Northern California braces for aftershocks after magnitude 6.0 earthquake #jobs #news #career #jobsila # http://t.co/dkM1yKjJZB,0
"K, I might come by tonight then if my class lets out early",0
Guess who spent all last night phasing in and out of the fourth dimension,0
Never y lei... I v lazy... Got wat? Dat day �_ send me da url cant work one...,0
Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,0
"Damn, poor zac doesn't stand a chance",0
Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,0
LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,-1
"RT @AdamSchefter: Willie Brown will present $50,000 check Weds from Raiders to Napa Valley Schools to assist in efforts to recover from Sun…",0
Inspector Wants California's Last Nuclear Plant Shut Down over Earthquake Concerns http://t.co/gkqbS9ilAj,1
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,-1
I'm aight. Wat's happening on your side.,0
You can never do NOTHING,0
"Nah, I'm a perpetual DD",0
"Goodmorning, today i am late for 2hrs. Because of back pain.",0
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",0
Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),0
Congrats kano..whr s the treat maga?,0
Did u got that persons story,0
RT @mandari6: ¤ http://t.co/wpno8K4UeF 877 California earthquake California earthquake prompts calls for early-warning system mandari6  #Ca…,1
"RT @EditInfluence: Top story: M6.0  - 6km NW of American Canyon, California 2014-08-24 10:20:44 UTC http://t.co/xqp2iRgIKw, see more http:/…",-1
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,0
At what time are you coming.,0
Lol ok your forgiven :),0
http://t.co/XJejnlC1gv Many dead in Nepal and India floods  #ff #obama #un #food,1
"Dozens killed, lakhs affected in India flood",1
Indeed and by the way it was either or - not both !,0
"RT @ramtoindia: RT @ndtv: 39 dead, 33 lakh affected as floods wreak havoc across Odisha http://t.co/7dvnFeciQg @goldenpeak24 @wakeup_bharat…",1
Hi Harish's rent has been transfred to ur Acnt.,0
Dunno lei shd b driving lor cos i go sch 1 hr oni.,0
";-( oh well, c u later",0
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",-1
I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,0
Floods kill 45 in eastern India: Flooding in eastern India has killed 45 people and displaced... http://t.co/KFFsVqMlLG #channelnewsasia,1
Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,0
The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,0
But you were together so you should be thinkin about him,0
"RT @ABC: South Napa earthquake damage estimate could reach $1,000,000,000: http://t.co/qY7JMpSkNp http://t.co/1ysWCxPDkI",1
I love to cuddle! I want to hold you in my strong arms right now...,0
"RT @AbuKhalidAK: America wages war against the Muslims, Allah shakes the earth beneath the Americans, in Wine Country, #California.   #Eart…",-1
I wish u were here. I feel so alone,0
Check it out! I donated to Napa Earthquake Volunteers http://t.co/eH1dAPz2QT via @gofundme,0
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,-1
\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS �� FUCKINNICE!SELFISH,0
How are you doing. How's the queen. Are you going for the royal wedding,0
Then u drive lor.,0
Many dead in Nepal and India floods http://t.co/jhRqAhQvdk #news,1
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",0
Am on a train back from nort0pton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,0
Ha ha - had popped down to the loo when you hello-ed me. Hello!,0
"RT @ukfloodtweets: Monsoon floods hit Uttar Pradesh, 1500 villages under water - Yahoo Finance UK: Indian ExpressMonsoon floods h... http:/…",1
RT @xfollowhelpx: they've grown up so much *sheds a tear*  #vote5sos http://t.co/cvGk6HUFkV,-1
Yup. Wun believe wat? U really neva c e msg i sent shuhui?,0
